"Plot Title: HOBO_1"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20188511, SEN S/N: 20188511)","Intensity, lum/ft² (LGR S/N: 20188511, SEN S/N: 20188511)","Bad Battery (LGR S/N: 20188511)","Good Battery (LGR S/N: 20188511)","Host Connected (LGR S/N: 20188511)","Coupler Attached (LGR S/N: 20188511)","Stopped (LGR S/N: 20188511)","End Of File (LGR S/N: 20188511)"
1216,06/11/24 10:45:00 AM,94.062,1664.0,,,,,,
1217,06/11/24 11:00:00 AM,102.697,11776.0,,,,,,
1218,06/11/24 11:15:00 AM,117.732,20480.0,,,,,,
1219,06/11/24 11:30:00 AM,117.732,20480.0,,,,,,
1220,06/11/24 11:45:00 AM,114.492,20480.0,,,,,,
1221,06/11/24 12:00:00 PM,108.964,13824.0,,,,,,
1222,06/11/24 12:15:00 PM,101.685,1920.0,,,,,,
1223,06/11/24 12:30:00 PM,116.562,21504.0,,,,,,
1224,06/11/24 12:45:00 PM,117.968,21504.0,,,,,,
1225,06/11/24 01:00:00 PM,127.434,21504.0,,,,,,
1226,06/11/24 01:15:00 PM,122.324,20480.0,,,,,,
1227,06/11/24 01:30:00 PM,119.878,20480.0,,,,,,
1228,06/11/24 01:45:00 PM,126.909,20480.0,,,,,,
1229,06/11/24 02:00:00 PM,118.918,2944.0,,,,,,
1230,06/11/24 02:15:00 PM,120.605,19456.0,,,,,,
1231,06/11/24 02:30:00 PM,130.113,19456.0,,,,,,
1232,06/11/24 02:45:00 PM,123.071,18432.0,,,,,,
1233,06/11/24 03:00:00 PM,123.573,17408.0,,,,,,
1234,06/11/24 03:15:00 PM,125.096,17408.0,,,,,,
1235,06/11/24 03:30:00 PM,123.573,16384.0,,,,,,
1236,06/11/24 03:45:00 PM,120.119,15360.0,,,,,,
1237,06/11/24 04:00:00 PM,117.968,14336.0,,,,,,
1238,06/11/24 04:15:00 PM,118.441,13312.0,,,,,,
1239,06/11/24 04:30:00 PM,116.330,12288.0,,,,,,
1240,06/11/24 04:45:00 PM,115.178,10752.0,,,,,,
1241,06/11/24 05:00:00 PM,115.637,9728.0,,,,,,
1242,06/11/24 05:15:00 PM,116.330,8192.0,,,,,,
1243,06/11/24 05:30:00 PM,112.467,6912.0,,,,,,
1244,06/11/24 05:45:00 PM,110.919,5632.0,,,,,,
1245,06/11/24 06:00:00 PM,109.180,4352.0,,,,,,
1246,06/11/24 06:15:00 PM,108.536,3072.0,,,,,,
1247,06/11/24 06:30:00 PM,103.512,2176.0,,,,,,
1248,06/11/24 06:45:00 PM,100.083,1600.0,,,,,,
1249,06/11/24 07:00:00 PM,89.938,336.0,,,,,,
1250,06/11/24 07:15:00 PM,86.277,144.0,,,,,,
1251,06/11/24 07:30:00 PM,83.935,47.0,,,,,,
1252,06/11/24 07:45:00 PM,81.975,7.0,,,,,,
1253,06/11/24 08:00:00 PM,82.508,0.0,,,,,,
1254,06/11/24 08:15:00 PM,80.735,0.0,,,,,,
1255,06/11/24 08:30:00 PM,75.484,0.0,,,,,,
1256,06/11/24 08:45:00 PM,75.139,0.0,,,,,,
1257,06/11/24 09:00:00 PM,75.139,0.0,,,,,,
1258,06/11/24 09:15:00 PM,72.891,0.0,,,,,,
1259,06/11/24 09:30:00 PM,69.278,0.0,,,,,,
1260,06/11/24 09:45:00 PM,70.995,0.0,,,,,,
1261,06/11/24 10:00:00 PM,68.077,0.0,,,,,,
1262,06/11/24 10:15:00 PM,66.193,0.0,,,,,,
1263,06/11/24 10:30:00 PM,63.968,0.0,,,,,,
1264,06/11/24 10:45:00 PM,62.769,0.0,,,,,,
1265,06/11/24 11:00:00 PM,61.741,0.0,,,,,,
1266,06/11/24 11:15:00 PM,60.712,0.0,,,,,,
1267,06/11/24 11:30:00 PM,59.164,0.0,,,,,,
1268,06/11/24 11:45:00 PM,57.441,0.0,,,,,,
1269,06/12/24 12:00:00 AM,56.577,0.0,,,,,,
1270,06/12/24 12:15:00 AM,55.884,0.0,,,,,,
1271,06/12/24 12:30:00 AM,57.614,0.0,,,,,,
1272,06/12/24 12:45:00 AM,56.230,0.0,,,,,,
1273,06/12/24 01:00:00 AM,54.669,0.0,,,,,,
1274,06/12/24 01:15:00 AM,53.623,0.0,,,,,,
1275,06/12/24 01:30:00 AM,53.449,0.0,,,,,,
1276,06/12/24 01:45:00 AM,52.050,0.0,,,,,,
1277,06/12/24 02:00:00 AM,51.523,0.0,,,,,,
1278,06/12/24 02:15:00 AM,50.995,0.0,,,,,,
1279,06/12/24 02:30:00 AM,49.937,0.0,,,,,,
1280,06/12/24 02:45:00 AM,49.228,0.0,,,,,,
1281,06/12/24 03:00:00 AM,48.695,0.0,,,,,,
1282,06/12/24 03:15:00 AM,48.695,0.0,,,,,,
1283,06/12/24 03:30:00 AM,48.160,0.0,,,,,,
1284,06/12/24 03:45:00 AM,47.802,0.0,,,,,,
1285,06/12/24 04:00:00 AM,47.266,0.0,,,,,,
1286,06/12/24 04:15:00 AM,46.728,0.0,,,,,,
1287,06/12/24 04:30:00 AM,46.369,0.0,,,,,,
1288,06/12/24 04:45:00 AM,46.008,0.0,,,,,,
1289,06/12/24 05:00:00 AM,45.286,1.0,,,,,,
1290,06/12/24 05:15:00 AM,45.466,26.0,,,,,,
1291,06/12/24 05:30:00 AM,46.188,86.0,,,,,,
1292,06/12/24 05:45:00 AM,46.548,144.0,,,,,,
1293,06/12/24 06:00:00 AM,47.446,200.0,,,,,,
1294,06/12/24 06:15:00 AM,48.871,256.0,,,,,,
1295,06/12/24 06:30:00 AM,50.643,320.0,,,,,,
1296,06/12/24 06:45:00 AM,53.274,432.0,,,,,,
1297,06/12/24 07:00:00 AM,56.404,480.0,,,,,,
1298,06/12/24 07:15:00 AM,58.993,576.0,,,,,,
1299,06/12/24 07:30:00 AM,62.254,608.0,,,,,,
1300,06/12/24 07:45:00 AM,65.167,704.0,,,,,,
1301,06/12/24 08:00:00 AM,68.077,768.0,,,,,,
1302,06/12/24 08:15:00 AM,71.339,864.0,,,,,,
1303,06/12/24 08:30:00 AM,74.098,992.0,,,,,,
1304,06/12/24 08:45:00 AM,76.876,1152.0,,,,,,
1305,06/12/24 09:00:00 AM,78.975,1216.0,,,,,,
1306,06/12/24 09:15:00 AM,81.797,1344.0,,,,,,
1307,06/12/24 09:30:00 AM,83.221,1408.0,,,,,,
1308,06/12/24 09:45:00 AM,85.554,1536.0,,,,,,
1309,06/12/24 10:00:00 AM,87.733,1536.0,,,,,,
1310,06/12/24 10:15:00 AM,90.124,1728.0,,,,,,
1311,06/12/24 10:30:00 AM,92.550,1792.0,,,,,,
1312,06/12/24 10:45:00 AM,92.926,1920.0,,,,,,
1313,06/12/24 11:00:00 AM,102.900,15360.0,,,,,,
1314,06/12/24 11:15:00 AM,116.562,19456.0,,,,,,
1315,06/12/24 11:30:00 AM,121.093,20480.0,,,,,,
1316,06/12/24 11:45:00 AM,119.158,20480.0,,,,,,
1317,06/12/24 12:00:00 PM,110.046,11264.0,,,,,,
1318,06/12/24 12:15:00 PM,103.104,2048.0,,,,,,
1319,06/12/24 12:30:00 PM,116.100,20480.0,,,,,,
1320,06/12/24 12:45:00 PM,121.829,20480.0,,,,,,
1321,06/12/24 01:00:00 PM,121.093,20480.0,,,,,,
1322,06/12/24 01:15:00 PM,124.585,20480.0,,,,,,
1323,06/12/24 01:30:00 PM,123.321,20480.0,,,,,,
1324,06/12/24 01:45:00 PM,124.077,20480.0,,,,,,
1325,06/12/24 02:00:00 PM,117.262,3072.0,,,,,,
1326,06/12/24 02:15:00 PM,123.071,19456.0,,,,,,
1327,06/12/24 02:30:00 PM,127.434,19456.0,,,,,,
1328,06/12/24 02:45:00 PM,125.611,18432.0,,,,,,
1329,06/12/24 03:00:00 PM,127.171,17408.0,,,,,,
1330,06/12/24 03:15:00 PM,123.825,16384.0,,,,,,
1331,06/12/24 03:30:00 PM,126.909,16384.0,,,,,,
1332,06/12/24 03:45:00 PM,130.113,15360.0,,,,,,
1333,06/12/24 04:00:00 PM,124.840,14336.0,,,,,,
1334,06/12/24 04:15:00 PM,119.158,13312.0,,,,,,
1335,06/12/24 04:30:00 PM,118.441,11776.0,,,,,,
1336,06/12/24 04:45:00 PM,117.968,10752.0,,,,,,
1337,06/12/24 05:00:00 PM,117.498,9216.0,,,,,,
1338,06/12/24 05:15:00 PM,119.637,8192.0,,,,,,
1339,06/12/24 05:30:00 PM,114.039,6912.0,,,,,,
1340,06/12/24 05:45:00 PM,112.244,5376.0,,,,,,
1341,06/12/24 06:00:00 PM,111.139,4096.0,,,,,,
1342,06/12/24 06:15:00 PM,109.828,2816.0,,,,,,
1343,06/12/24 06:30:00 PM,104.540,1920.0,,,,,,
1344,06/12/24 06:45:00 PM,102.900,1344.0,,,,,,
1345,06/12/24 07:00:00 PM,92.550,320.0,,,,,,
1346,06/12/24 07:15:00 PM,85.735,136.0,,,,,,
1347,06/12/24 07:30:00 PM,85.735,37.0,,,,,,
1348,06/12/24 07:45:00 PM,88.099,7.0,,,,,,
1349,06/12/24 08:00:00 PM,80.911,0.0,,,,,,
1350,06/12/24 08:15:00 PM,74.791,0.0,,,,,,
1351,06/12/24 08:30:00 PM,71.339,0.0,,,,,,
1352,06/12/24 08:45:00 PM,69.107,0.0,,,,,,
1353,06/12/24 09:00:00 PM,67.906,0.0,,,,,,
1354,06/12/24 09:15:00 PM,66.366,0.0,,,,,,
1355,06/12/24 09:30:00 PM,65.509,0.0,,,,,,
1356,06/12/24 09:45:00 PM,64.825,0.0,,,,,,
1357,06/12/24 10:00:00 PM,63.626,0.0,,,,,,
1358,06/12/24 10:15:00 PM,63.455,0.0,,,,,,
1359,06/12/24 10:30:00 PM,64.139,0.0,,,,,,
1360,06/12/24 10:45:00 PM,64.652,0.0,,,,,,
1361,06/12/24 11:00:00 PM,65.167,0.0,,,,,,
1362,06/12/24 11:15:00 PM,63.968,0.0,,,,,,
1363,06/12/24 11:30:00 PM,64.139,0.0,,,,,,
1364,06/12/24 11:45:00 PM,64.310,0.0,,,,,,
1365,06/13/24 12:00:00 AM,62.598,0.0,,,,,,
1366,06/13/24 12:15:00 AM,62.083,0.0,,,,,,
1367,06/13/24 12:30:00 AM,62.083,0.0,,,,,,
1368,06/13/24 12:45:00 AM,61.569,0.0,,,,,,
1369,06/13/24 01:00:00 AM,60.712,0.0,,,,,,
1370,06/13/24 01:15:00 AM,59.337,0.0,,,,,,
1371,06/13/24 01:30:00 AM,58.131,0.0,,,,,,
1372,06/13/24 01:45:00 AM,58.303,0.0,,,,,,
1373,06/13/24 02:00:00 AM,59.164,0.0,,,,,,
1374,06/13/24 02:15:00 AM,58.131,0.0,,,,,,
1375,06/13/24 02:30:00 AM,56.577,0.0,,,,,,
1376,06/13/24 02:45:00 AM,57.096,0.0,,,,,,
1377,06/13/24 03:00:00 AM,57.958,0.0,,,,,,
1378,06/13/24 03:15:00 AM,57.268,0.0,,,,,,
1379,06/13/24 03:30:00 AM,56.057,0.0,,,,,,
1380,06/13/24 03:45:00 AM,56.404,0.0,,,,,,
1381,06/13/24 04:00:00 AM,56.577,0.0,,,,,,
1382,06/13/24 04:15:00 AM,57.268,0.0,,,,,,
1383,06/13/24 04:30:00 AM,58.131,0.0,,,,,,
1384,06/13/24 04:45:00 AM,60.712,0.0,,,,,,
1385,06/13/24 05:00:00 AM,60.539,0.0,,,,,,
1386,06/13/24 05:15:00 AM,60.539,19.0,,,,,,
1387,06/13/24 05:30:00 AM,61.227,75.0,,,,,,
1388,06/13/24 05:45:00 AM,61.741,304.0,,,,,,
1389,06/13/24 06:00:00 AM,62.083,480.0,,,,,,
1390,06/13/24 06:15:00 AM,63.797,800.0,,,,,,
1391,06/13/24 06:30:00 AM,65.167,864.0,,,,,,
1392,06/13/24 06:45:00 AM,66.537,864.0,,,,,,
1393,06/13/24 07:00:00 AM,67.906,1216.0,,,,,,
1394,06/13/24 07:15:00 AM,68.763,896.0,,,,,,
1395,06/13/24 07:30:00 AM,70.651,1152.0,,,,,,
1396,06/13/24 07:45:00 AM,72.718,1536.0,,,,,,
1397,06/13/24 08:00:00 AM,73.407,1728.0,,,,,,
1398,06/13/24 08:15:00 AM,81.090,2688.0,,,,,,
1399,06/13/24 08:30:00 AM,79.151,2304.0,,,,,,
1400,06/13/24 08:45:00 AM,78.975,2304.0,,,,,,
1401,06/13/24 09:00:00 AM,80.911,2944.0,,,,,,
1402,06/13/24 09:15:00 AM,84.474,3456.0,,,,,,
1403,06/13/24 09:30:00 AM,87.733,3968.0,,,,,,
1404,06/13/24 09:45:00 AM,89.755,3584.0,,,,,,
1405,06/13/24 10:00:00 AM,92.363,3968.0,,,,,,
1406,06/13/24 10:15:00 AM,93.304,5120.0,,,,,,
1407,06/13/24 10:30:00 AM,94.253,5376.0,,,,,,
1408,06/13/24 10:45:00 AM,96.361,5632.0,,,,,,
1409,06/13/24 11:00:00 AM,96.748,6144.0,,,,,,
1410,06/13/24 11:15:00 AM,107.470,15872.0,,,,,,
1411,06/13/24 11:30:00 AM,99.093,6144.0,,,,,,
1412,06/13/24 11:45:00 AM,110.264,13312.0,,,,,,
1413,06/13/24 12:00:00 PM,103.104,8192.0,,,,,,
1414,06/13/24 12:15:00 PM,106.205,9216.0,,,,,,
1415,06/13/24 12:30:00 PM,102.493,5888.0,,,,,,
1416,06/13/24 12:45:00 PM,115.867,15872.0,,,,,,
1417,06/13/24 01:00:00 PM,101.484,6912.0,,,,,,
1418,06/13/24 01:15:00 PM,102.493,6400.0,,,,,,
1419,06/13/24 01:30:00 PM,105.577,10752.0,,,,,,
1420,06/13/24 01:45:00 PM,99.687,4096.0,,,,,,
1421,06/13/24 02:00:00 PM,105.577,6656.0,,,,,,
1422,06/13/24 02:15:00 PM,95.590,2304.0,,,,,,
1423,06/13/24 02:30:00 PM,97.916,6144.0,,,,,,
1424,06/13/24 02:45:00 PM,98.110,1920.0,,,,,,
1425,06/13/24 03:00:00 PM,110.919,17408.0,,,,,,
1426,06/13/24 03:15:00 PM,115.407,5632.0,,,,,,
1427,06/13/24 03:30:00 PM,98.503,2688.0,,,,,,
1428,06/13/24 03:45:00 PM,89.569,1216.0,,,,,,
1429,06/13/24 04:00:00 PM,113.137,14336.0,,,,,,
1430,06/13/24 04:15:00 PM,100.882,6144.0,,,,,,
1431,06/13/24 04:30:00 PM,96.361,3712.0,,,,,,
1432,06/13/24 04:45:00 PM,96.748,2688.0,,,,,,
1433,06/13/24 05:00:00 PM,92.363,2048.0,,,,,,
1434,06/13/24 05:15:00 PM,92.174,2176.0,,,,,,
1435,06/13/24 05:30:00 PM,106.205,7424.0,,,,,,
1436,06/13/24 05:45:00 PM,97.525,1792.0,,,,,,
1437,06/13/24 06:00:00 PM,93.682,1792.0,,,,,,
1438,06/13/24 06:15:00 PM,96.942,2688.0,,,,,,
1439,06/13/24 06:30:00 PM,91.240,336.0,,,,,,
1440,06/13/24 06:45:00 PM,89.755,288.0,,,,,,
1441,06/13/24 07:00:00 PM,89.755,256.0,,,,,,
1442,06/13/24 07:15:00 PM,86.641,86.0,,,,,,
1443,06/13/24 07:30:00 PM,85.014,19.0,,,,,,
1444,06/13/24 07:45:00 PM,86.823,0.0,,,,,,
1445,06/13/24 08:00:00 PM,79.678,0.0,,,,,,
1446,06/13/24 08:15:00 PM,77.400,0.0,,,,,,
1447,06/13/24 08:30:00 PM,75.659,0.0,,,,,,
1448,06/13/24 08:45:00 PM,74.964,0.0,,,,,,
1449,06/13/24 09:00:00 PM,85.735,0.0,,,,,,
1450,06/13/24 09:15:00 PM,84.654,0.0,,,,,,
1451,06/13/24 09:30:00 PM,81.797,0.0,,,,,,
1452,06/13/24 09:45:00 PM,80.029,0.0,,,,,,
1453,06/13/24 10:00:00 PM,80.206,0.0,,,,,,
1454,06/13/24 10:15:00 PM,80.559,0.0,,,,,,
1455,06/13/24 10:30:00 PM,79.678,0.0,,,,,,
1456,06/13/24 10:45:00 PM,81.266,0.0,,,,,,
1457,06/13/24 11:00:00 PM,78.800,0.0,,,,,,
1458,06/13/24 11:15:00 PM,79.151,0.0,,,,,,
1459,06/13/24 11:30:00 PM,73.407,0.0,,,,,,
1460,06/13/24 11:45:00 PM,69.964,0.0,,,,,,
1461,06/14/24 12:00:00 AM,67.564,0.0,,,,,,
1462,06/14/24 12:15:00 AM,64.652,0.0,,,,,,
1463,06/14/24 12:30:00 AM,62.769,0.0,,,,,,
1464,06/14/24 12:45:00 AM,61.227,0.0,,,,,,
1465,06/14/24 01:00:00 AM,60.368,0.0,,,,,,
1466,06/14/24 01:15:00 AM,59.337,0.0,,,,,,
1467,06/14/24 01:30:00 AM,58.476,0.0,,,,,,
1468,06/14/24 01:45:00 AM,58.476,0.0,,,,,,
1469,06/14/24 02:00:00 AM,57.958,0.0,,,,,,
1470,06/14/24 02:15:00 AM,57.614,0.0,,,,,,
1471,06/14/24 02:30:00 AM,56.750,0.0,,,,,,
1472,06/14/24 02:45:00 AM,56.057,0.0,,,,,,
1473,06/14/24 03:00:00 AM,54.669,0.0,,,,,,
1474,06/14/24 03:15:00 AM,53.449,0.0,,,,,,
1475,06/14/24 03:30:00 AM,52.576,0.0,,,,,,
1476,06/14/24 03:45:00 AM,52.225,0.0,,,,,,
1477,06/14/24 04:00:00 AM,51.346,0.0,,,,,,
1478,06/14/24 04:15:00 AM,50.819,0.0,,,,,,
1479,06/14/24 04:30:00 AM,50.290,0.0,,,,,,
1480,06/14/24 04:45:00 AM,51.699,0.0,,,,,,
1481,06/14/24 05:00:00 AM,50.466,0.0,,,,,,
1482,06/14/24 05:15:00 AM,49.937,18.0,,,,,,
1483,06/14/24 05:30:00 AM,49.050,62.0,,,,,,
1484,06/14/24 05:45:00 AM,49.228,136.0,,,,,,
1485,06/14/24 06:00:00 AM,49.759,192.0,,,,,,
1486,06/14/24 06:15:00 AM,50.466,248.0,,,,,,
1487,06/14/24 06:30:00 AM,51.874,320.0,,,,,,
1488,06/14/24 06:45:00 AM,54.147,432.0,,,,,,
1489,06/14/24 07:00:00 AM,56.404,480.0,,,,,,
1490,06/14/24 07:15:00 AM,58.820,512.0,,,,,,
1491,06/14/24 07:30:00 AM,62.083,608.0,,,,,,
1492,06/14/24 07:45:00 AM,65.338,672.0,,,,,,
1493,06/14/24 08:00:00 AM,68.592,768.0,,,,,,
1494,06/14/24 08:15:00 AM,71.168,864.0,,,,,,
1495,06/14/24 08:30:00 AM,74.271,960.0,,,,,,
1496,06/14/24 08:45:00 AM,77.923,1088.0,,,,,,
1497,06/14/24 09:00:00 AM,81.442,1152.0,,,,,,
1498,06/14/24 09:15:00 AM,85.554,1280.0,,,,,,
1499,06/14/24 09:30:00 AM,87.186,1344.0,,,,,,
1500,06/14/24 09:45:00 AM,88.099,1472.0,,,,,,
1501,06/14/24 10:00:00 AM,89.938,1536.0,,,,,,
1502,06/14/24 10:15:00 AM,90.309,1536.0,,,,,,
1503,06/14/24 10:30:00 AM,91.240,1664.0,,,,,,
1504,06/14/24 10:45:00 AM,92.550,1728.0,,,,,,
1505,06/14/24 11:00:00 AM,99.291,17408.0,,,,,,
1506,06/14/24 11:15:00 AM,111.580,20480.0,,,,,,
1507,06/14/24 11:30:00 AM,115.867,21504.0,,,,,,
1508,06/14/24 11:45:00 AM,111.580,21504.0,,,,,,
1509,06/14/24 12:00:00 PM,103.104,8192.0,,,,,,
1510,06/14/24 12:15:00 PM,96.748,1856.0,,,,,,
1511,06/14/24 12:30:00 PM,113.587,21504.0,,,,,,
1512,06/14/24 12:45:00 PM,114.949,21504.0,,,,,,
1513,06/14/24 01:00:00 PM,116.100,22528.0,,,,,,
1514,06/14/24 01:15:00 PM,114.949,21504.0,,,,,,
1515,06/14/24 01:30:00 PM,115.637,21504.0,,,,,,
1516,06/14/24 01:45:00 PM,117.732,21504.0,,,,,,
1517,06/14/24 02:00:00 PM,110.919,2816.0,,,,,,
1518,06/14/24 02:15:00 PM,117.262,20480.0,,,,,,
1519,06/14/24 02:30:00 PM,118.441,20480.0,,,,,,
1520,06/14/24 02:45:00 PM,117.498,19456.0,,,,,,
1521,06/14/24 03:00:00 PM,117.968,19456.0,,,,,,
1522,06/14/24 03:15:00 PM,117.028,18432.0,,,,,,
1523,06/14/24 03:30:00 PM,116.100,17408.0,,,,,,
1524,06/14/24 03:45:00 PM,114.949,16384.0,,,,,,
1525,06/14/24 04:00:00 PM,115.407,15360.0,,,,,,
1526,06/14/24 04:15:00 PM,115.178,14336.0,,,,,,
1527,06/14/24 04:30:00 PM,115.178,13312.0,,,,,,
1528,06/14/24 04:45:00 PM,115.407,12288.0,,,,,,
1529,06/14/24 05:00:00 PM,113.362,10752.0,,,,,,
1530,06/14/24 05:15:00 PM,112.467,9216.0,,,,,,
1531,06/14/24 05:30:00 PM,114.039,7936.0,,,,,,
1532,06/14/24 05:45:00 PM,113.137,6144.0,,,,,,
1533,06/14/24 06:00:00 PM,111.139,4864.0,,,,,,
1534,06/14/24 06:15:00 PM,108.964,3456.0,,,,,,
1535,06/14/24 06:30:00 PM,105.786,2560.0,,,,,,
1536,06/14/24 06:45:00 PM,103.307,1920.0,,,,,,
1537,06/14/24 07:00:00 PM,87.733,368.0,,,,,,
1538,06/14/24 07:15:00 PM,77.225,115.0,,,,,,
1539,06/14/24 07:30:00 PM,71.339,47.0,,,,,,
1540,06/14/24 07:45:00 PM,67.050,8.0,,,,,,
1541,06/14/24 08:00:00 PM,63.968,0.0,,,,,,
1542,06/14/24 08:15:00 PM,62.083,0.0,,,,,,
1543,06/14/24 08:30:00 PM,60.368,0.0,,,,,,
1544,06/14/24 08:45:00 PM,58.820,0.0,,,,,,
1545,06/14/24 09:00:00 PM,58.647,0.0,,,,,,
1546,06/14/24 09:15:00 PM,58.993,0.0,,,,,,
1547,06/14/24 09:30:00 PM,58.993,0.0,,,,,,
1548,06/14/24 09:45:00 PM,57.958,0.0,,,,,,
1549,06/14/24 10:00:00 PM,57.096,0.0,,,,,,
1550,06/14/24 10:15:00 PM,55.364,0.0,,,,,,
1551,06/14/24 10:30:00 PM,54.495,0.0,,,,,,
1552,06/14/24 10:45:00 PM,52.925,0.0,,,,,,
1553,06/14/24 11:00:00 PM,51.874,0.0,,,,,,
1554,06/14/24 11:15:00 PM,51.346,0.0,,,,,,
1555,06/14/24 11:30:00 PM,50.466,0.0,,,,,,
1556,06/14/24 11:45:00 PM,49.759,0.0,,,,,,
1557,06/15/24 12:00:00 AM,50.113,0.0,,,,,,
1558,06/15/24 12:15:00 AM,49.228,0.0,,,,,,
1559,06/15/24 12:30:00 AM,48.517,0.0,,,,,,
1560,06/15/24 12:45:00 AM,47.802,0.0,,,,,,
1561,06/15/24 01:00:00 AM,47.266,0.0,,,,,,
1562,06/15/24 01:15:00 AM,46.548,0.0,,,,,,
1563,06/15/24 01:30:00 AM,46.188,0.0,,,,,,
1564,06/15/24 01:45:00 AM,45.466,0.0,,,,,,
1565,06/15/24 02:00:00 AM,46.188,0.0,,,,,,
1566,06/15/24 02:15:00 AM,46.008,0.0,,,,,,
1567,06/15/24 02:30:00 AM,45.104,0.0,,,,,,
1568,06/15/24 02:45:00 AM,45.466,0.0,,,,,,
1569,06/15/24 03:00:00 AM,45.648,0.0,,,,,,
1570,06/15/24 03:15:00 AM,45.104,0.0,,,,,,
1571,06/15/24 03:30:00 AM,45.104,0.0,,,,,,
1572,06/15/24 03:45:00 AM,44.379,0.0,,,,,,
1573,06/15/24 04:00:00 AM,44.379,0.0,,,,,,
1574,06/15/24 04:15:00 AM,44.013,0.0,,,,,,
1575,06/15/24 04:30:00 AM,44.013,0.0,,,,,,
1576,06/15/24 04:45:00 AM,43.282,0.0,,,,,,
1577,06/15/24 05:00:00 AM,42.915,1.0,,,,,,
1578,06/15/24 05:15:00 AM,41.994,28.0,,,,,,
1579,06/15/24 05:30:00 AM,42.915,80.0,,,,,,
1580,06/15/24 05:45:00 AM,43.466,128.0,,,,,,
1581,06/15/24 06:00:00 AM,44.560,168.0,,,,,,
1582,06/15/24 06:15:00 AM,46.008,216.0,,,,,,
1583,06/15/24 06:30:00 AM,48.517,288.0,,,,,,
1584,06/15/24 06:45:00 AM,50.466,400.0,,,,,,
1585,06/15/24 07:00:00 AM,52.925,480.0,,,,,,
1586,06/15/24 07:15:00 AM,55.364,512.0,,,,,,
1587,06/15/24 07:30:00 AM,58.993,576.0,,,,,,
1588,06/15/24 07:45:00 AM,62.769,672.0,,,,,,
1589,06/15/24 08:00:00 AM,66.366,704.0,,,,,,
1590,06/15/24 08:15:00 AM,69.793,800.0,,,,,,
1591,06/15/24 08:30:00 AM,72.891,896.0,,,,,,
1592,06/15/24 08:45:00 AM,76.006,1024.0,,,,,,
1593,06/15/24 09:00:00 AM,78.975,1152.0,,,,,,
1594,06/15/24 09:15:00 AM,82.152,1280.0,,,,,,
1595,06/15/24 09:30:00 AM,85.554,1344.0,,,,,,
1596,06/15/24 09:45:00 AM,86.097,1408.0,,,,,,
1597,06/15/24 10:00:00 AM,87.552,1472.0,,,,,,
1598,06/15/24 10:15:00 AM,88.650,1536.0,,,,,,
1599,06/15/24 10:30:00 AM,89.938,1664.0,,,,,,
1600,06/15/24 10:45:00 AM,92.737,1728.0,,,,,,
1601,06/15/24 11:00:00 AM,103.923,17408.0,,,,,,
1602,06/15/24 11:15:00 AM,120.362,20480.0,,,,,,
1603,06/15/24 11:30:00 AM,119.158,20480.0,,,,,,
1604,06/15/24 11:45:00 AM,114.492,21504.0,,,,,,
1605,06/15/24 12:00:00 PM,102.900,4864.0,,,,,,
1606,06/15/24 12:15:00 PM,98.503,1984.0,,,,,,
1607,06/15/24 12:30:00 PM,114.039,21504.0,,,,,,
1608,06/15/24 12:45:00 PM,120.119,21504.0,,,,,,
1609,06/15/24 01:00:00 PM,124.077,21504.0,,,,,,
1610,06/15/24 01:15:00 PM,121.338,21504.0,,,,,,
1611,06/15/24 01:30:00 PM,124.331,21504.0,,,,,,
1612,06/15/24 01:45:00 PM,119.878,21504.0,,,,,,
1613,06/15/24 02:00:00 PM,115.637,2944.0,,,,,,
1614,06/15/24 02:15:00 PM,120.119,20480.0,,,,,,
1615,06/15/24 02:30:00 PM,120.848,19456.0,,,,,,
1616,06/15/24 02:45:00 PM,121.093,19456.0,,,,,,
1617,06/15/24 03:00:00 PM,122.076,18432.0,,,,,,
1618,06/15/24 03:15:00 PM,124.840,17408.0,,,,,,
1619,06/15/24 03:30:00 PM,125.353,16384.0,,,,,,
1620,06/15/24 03:45:00 PM,122.572,15872.0,,,,,,
1621,06/15/24 04:00:00 PM,126.127,14848.0,,,,,,
1622,06/15/24 04:15:00 PM,118.441,13824.0,,,,,,
1623,06/15/24 04:30:00 PM,121.582,12800.0,,,,,,
1624,06/15/24 04:45:00 PM,117.262,11264.0,,,,,,
1625,06/15/24 05:00:00 PM,116.330,9728.0,,,,,,
1626,06/15/24 05:15:00 PM,115.637,8192.0,,,,,,
1627,06/15/24 05:30:00 PM,116.100,7168.0,,,,,,
1628,06/15/24 05:45:00 PM,116.796,5632.0,,,,,,
1629,06/15/24 06:00:00 PM,113.137,4352.0,,,,,,
1630,06/15/24 06:15:00 PM,109.828,3072.0,,,,,,
1631,06/15/24 06:30:00 PM,108.322,2176.0,,,,,,
1632,06/15/24 06:45:00 PM,103.104,1536.0,,,,,,
1633,06/15/24 07:00:00 PM,91.053,416.0,,,,,,
1634,06/15/24 07:15:00 PM,80.206,168.0,,,,,,
1635,06/15/24 07:30:00 PM,75.139,50.0,,,,,,
1636,06/15/24 07:45:00 PM,71.683,8.0,,,,,,
1637,06/15/24 08:00:00 PM,69.449,0.0,,,,,,
1638,06/15/24 08:15:00 PM,67.564,0.0,,,,,,
1639,06/15/24 08:30:00 PM,65.680,0.0,,,,,,
