"Plot Title: HOBO_4"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20188487, SEN S/N: 20188487)","Intensity, lum/ft² (LGR S/N: 20188487, SEN S/N: 20188487)","Coupler Attached (LGR S/N: 20188487)","Host Connected (LGR S/N: 20188487)","Stopped (LGR S/N: 20188487)","End Of File (LGR S/N: 20188487)"
1234,06/11/24 03:15:00 PM,101.282,1472.0,,,,
1235,06/11/24 03:30:00 PM,105.577,1792.0,,,,
1236,06/11/24 03:45:00 PM,110.264,8704.0,,,,
1237,06/11/24 04:00:00 PM,115.637,16384.0,,,,
1238,06/11/24 04:15:00 PM,120.605,15872.0,,,,
1239,06/11/24 04:30:00 PM,126.909,15360.0,,,,
1240,06/11/24 04:45:00 PM,129.841,14336.0,,,,
1241,06/11/24 05:00:00 PM,128.763,13312.0,,,,
1242,06/11/24 05:15:00 PM,127.699,11776.0,,,,
1243,06/11/24 05:30:00 PM,124.077,10240.0,,,,
1244,06/11/24 05:45:00 PM,121.093,8704.0,,,,
1245,06/11/24 06:00:00 PM,111.360,800.0,,,,
1246,06/11/24 06:15:00 PM,97.137,672.0,,,,
1247,06/11/24 06:30:00 PM,93.115,1536.0,,,,
1248,06/11/24 06:45:00 PM,92.550,432.0,,,,
1249,06/11/24 07:00:00 PM,88.282,208.0,,,,
1250,06/11/24 07:15:00 PM,86.459,88.0,,,,
1251,06/11/24 07:30:00 PM,84.654,27.0,,,,
1252,06/11/24 07:45:00 PM,82.864,4.0,,,,
1253,06/11/24 08:00:00 PM,81.975,0.0,,,,
1254,06/11/24 08:15:00 PM,79.502,0.0,,,,
1255,06/11/24 08:30:00 PM,77.050,0.0,,,,
1256,06/11/24 08:45:00 PM,78.624,0.0,,,,
1257,06/11/24 09:00:00 PM,78.975,0.0,,,,
1258,06/11/24 09:15:00 PM,75.832,0.0,,,,
1259,06/11/24 09:30:00 PM,72.372,0.0,,,,
1260,06/11/24 09:45:00 PM,70.137,0.0,,,,
1261,06/11/24 10:00:00 PM,69.278,0.0,,,,
1262,06/11/24 10:15:00 PM,68.763,0.0,,,,
1263,06/11/24 10:30:00 PM,72.199,0.0,,,,
1264,06/11/24 10:45:00 PM,72.545,0.0,,,,
1265,06/11/24 11:00:00 PM,72.891,0.0,,,,
1266,06/11/24 11:15:00 PM,73.753,0.0,,,,
1267,06/11/24 11:30:00 PM,72.891,0.0,,,,
1268,06/11/24 11:45:00 PM,73.062,0.0,,,,
1269,06/12/24 12:00:00 AM,69.964,0.0,,,,
1270,06/12/24 12:15:00 AM,66.708,0.0,,,,
1271,06/12/24 12:30:00 AM,64.139,0.0,,,,
1272,06/12/24 12:45:00 AM,62.425,0.0,,,,
1273,06/12/24 01:00:00 AM,61.398,0.0,,,,
1274,06/12/24 01:15:00 AM,60.195,0.0,,,,
1275,06/12/24 01:30:00 AM,58.303,0.0,,,,
1276,06/12/24 01:45:00 AM,56.577,0.0,,,,
1277,06/12/24 02:00:00 AM,55.711,0.0,,,,
1278,06/12/24 02:15:00 AM,54.842,0.0,,,,
1279,06/12/24 02:30:00 AM,54.322,0.0,,,,
1280,06/12/24 02:45:00 AM,53.623,0.0,,,,
1281,06/12/24 03:00:00 AM,53.623,0.0,,,,
1282,06/12/24 03:15:00 AM,52.750,0.0,,,,
1283,06/12/24 03:30:00 AM,52.225,0.0,,,,
1284,06/12/24 03:45:00 AM,52.750,0.0,,,,
1285,06/12/24 04:00:00 AM,52.401,0.0,,,,
1286,06/12/24 04:15:00 AM,51.874,0.0,,,,
1287,06/12/24 04:30:00 AM,51.699,0.0,,,,
1288,06/12/24 04:45:00 AM,51.874,0.0,,,,
1289,06/12/24 05:00:00 AM,51.172,2.0,,,,
1290,06/12/24 05:15:00 AM,50.995,16.0,,,,
1291,06/12/24 05:30:00 AM,50.995,52.0,,,,
1292,06/12/24 05:45:00 AM,51.346,105.0,,,,
1293,06/12/24 06:00:00 AM,52.750,192.0,,,,
1294,06/12/24 06:15:00 AM,57.441,576.0,,,,
1295,06/12/24 06:30:00 AM,63.968,704.0,,,,
1296,06/12/24 06:45:00 AM,68.077,896.0,,,,
1297,06/12/24 07:00:00 AM,74.964,864.0,,,,
1298,06/12/24 07:15:00 AM,75.484,864.0,,,,
1299,06/12/24 07:30:00 AM,78.975,992.0,,,,
1300,06/12/24 07:45:00 AM,84.654,1536.0,,,,
1301,06/12/24 08:00:00 AM,86.097,1088.0,,,,
1302,06/12/24 08:15:00 AM,88.099,3200.0,,,,
1303,06/12/24 08:30:00 AM,85.915,960.0,,,,
1304,06/12/24 08:45:00 AM,86.097,992.0,,,,
1305,06/12/24 09:00:00 AM,85.915,1024.0,,,,
1306,06/12/24 09:15:00 AM,87.004,1152.0,,,,
1307,06/12/24 09:30:00 AM,89.200,1408.0,,,,
1308,06/12/24 09:45:00 AM,92.363,11776.0,,,,
1309,06/12/24 10:00:00 AM,95.783,1728.0,,,,
1310,06/12/24 10:15:00 AM,96.168,3072.0,,,,
1311,06/12/24 10:30:00 AM,97.331,3968.0,,,,
1312,06/12/24 10:45:00 AM,94.444,1024.0,,,,
1313,06/12/24 11:00:00 AM,95.590,2304.0,,,,
1314,06/12/24 11:15:00 AM,95.976,1408.0,,,,
1315,06/12/24 11:30:00 AM,94.444,1088.0,,,,
1316,06/12/24 11:45:00 AM,108.750,15872.0,,,,
1317,06/12/24 12:00:00 PM,100.882,3968.0,,,,
1318,06/12/24 12:15:00 PM,96.942,1088.0,,,,
1319,06/12/24 12:30:00 PM,102.493,1152.0,,,,
1320,06/12/24 12:45:00 PM,98.503,1344.0,,,,
1321,06/12/24 01:00:00 PM,99.687,1152.0,,,,
1322,06/12/24 01:15:00 PM,100.083,2176.0,,,,
1323,06/12/24 01:30:00 PM,100.083,1344.0,,,,
1324,06/12/24 01:45:00 PM,102.493,704.0,,,,
1325,06/12/24 02:00:00 PM,101.685,5888.0,,,,
1326,06/12/24 02:15:00 PM,100.683,480.0,,,,
1327,06/12/24 02:30:00 PM,106.414,5632.0,,,,
1328,06/12/24 02:45:00 PM,109.180,10240.0,,,,
1329,06/12/24 03:00:00 PM,99.885,2560.0,,,,
1330,06/12/24 03:15:00 PM,98.699,2688.0,,,,
1331,06/12/24 03:30:00 PM,101.282,12800.0,,,,
1332,06/12/24 03:45:00 PM,103.717,10752.0,,,,
1333,06/12/24 04:00:00 PM,109.180,8704.0,,,,
1334,06/12/24 04:15:00 PM,107.258,15872.0,,,,
1335,06/12/24 04:30:00 PM,112.914,14848.0,,,,
1336,06/12/24 04:45:00 PM,112.023,13824.0,,,,
1337,06/12/24 05:00:00 PM,109.180,12800.0,,,,
1338,06/12/24 05:15:00 PM,105.994,11264.0,,,,
1339,06/12/24 05:30:00 PM,108.108,9728.0,,,,
1340,06/12/24 05:45:00 PM,105.786,8192.0,,,,
1341,06/12/24 06:00:00 PM,98.699,896.0,,,,
1342,06/12/24 06:15:00 PM,91.612,800.0,,,,
1343,06/12/24 06:30:00 PM,91.240,2176.0,,,,
1344,06/12/24 06:45:00 PM,90.124,400.0,,,,
1345,06/12/24 07:00:00 PM,87.915,224.0,,,,
1346,06/12/24 07:15:00 PM,86.459,87.0,,,,
1347,06/12/24 07:30:00 PM,85.374,21.0,,,,
1348,06/12/24 07:45:00 PM,82.508,4.0,,,,
1349,06/12/24 08:00:00 PM,78.975,0.0,,,,
1350,06/12/24 08:15:00 PM,77.050,0.0,,,,
1351,06/12/24 08:30:00 PM,75.659,0.0,,,,
1352,06/12/24 08:45:00 PM,73.926,0.0,,,,
1353,06/12/24 09:00:00 PM,72.545,0.0,,,,
1354,06/12/24 09:15:00 PM,72.028,0.0,,,,
1355,06/12/24 09:30:00 PM,71.512,0.0,,,,
1356,06/12/24 09:45:00 PM,69.449,0.0,,,,
1357,06/12/24 10:00:00 PM,67.221,0.0,,,,
1358,06/12/24 10:15:00 PM,65.680,0.0,,,,
1359,06/12/24 10:30:00 PM,64.481,0.0,,,,
1360,06/12/24 10:45:00 PM,63.111,0.0,,,,
1361,06/12/24 11:00:00 PM,62.598,0.0,,,,
1362,06/12/24 11:15:00 PM,61.741,0.0,,,,
1363,06/12/24 11:30:00 PM,62.254,0.0,,,,
1364,06/12/24 11:45:00 PM,61.398,0.0,,,,
1365,06/13/24 12:00:00 AM,61.741,0.0,,,,
1366,06/13/24 12:15:00 AM,61.569,0.0,,,,
1367,06/13/24 12:30:00 AM,63.968,0.0,,,,
1368,06/13/24 12:45:00 AM,65.167,0.0,,,,
1369,06/13/24 01:00:00 AM,64.481,0.0,,,,
1370,06/13/24 01:15:00 AM,64.310,0.0,,,,
1371,06/13/24 01:30:00 AM,63.626,0.0,,,,
1372,06/13/24 01:45:00 AM,62.598,0.0,,,,
1373,06/13/24 02:00:00 AM,61.054,0.0,,,,
1374,06/13/24 02:15:00 AM,60.024,0.0,,,,
1375,06/13/24 02:30:00 AM,59.851,0.0,,,,
1376,06/13/24 02:45:00 AM,58.476,0.0,,,,
1377,06/13/24 03:00:00 AM,57.268,0.0,,,,
1378,06/13/24 03:15:00 AM,57.614,0.0,,,,
1379,06/13/24 03:30:00 AM,58.131,0.0,,,,
1380,06/13/24 03:45:00 AM,58.647,0.0,,,,
1381,06/13/24 04:00:00 AM,58.303,0.0,,,,
1382,06/13/24 04:15:00 AM,57.785,0.0,,,,
1383,06/13/24 04:30:00 AM,58.303,0.0,,,,
1384,06/13/24 04:45:00 AM,57.268,0.0,,,,
1385,06/13/24 05:00:00 AM,57.958,1.0,,,,
1386,06/13/24 05:15:00 AM,58.131,12.0,,,,
1387,06/13/24 05:30:00 AM,59.164,44.0,,,,
1388,06/13/24 05:45:00 AM,59.680,78.0,,,,
1389,06/13/24 06:00:00 AM,60.883,126.0,,,,
1390,06/13/24 06:15:00 AM,61.741,200.0,,,,
1391,06/13/24 06:30:00 AM,66.022,768.0,,,,
1392,06/13/24 06:45:00 AM,70.995,1152.0,,,,
1393,06/13/24 07:00:00 AM,74.964,496.0,,,,
1394,06/13/24 07:15:00 AM,73.234,512.0,,,,
1395,06/13/24 07:30:00 AM,73.407,608.0,,,,
1396,06/13/24 07:45:00 AM,76.703,1088.0,,,,
1397,06/13/24 08:00:00 AM,80.559,896.0,,,,
1398,06/13/24 08:15:00 AM,80.559,864.0,,,,
1399,06/13/24 08:30:00 AM,85.735,1664.0,,,,
1400,06/13/24 08:45:00 AM,85.735,1536.0,,,,
1401,06/13/24 09:00:00 AM,85.374,1152.0,,,,
1402,06/13/24 09:15:00 AM,85.374,1280.0,,,,
1403,06/13/24 09:30:00 AM,87.915,1728.0,,,,
1404,06/13/24 09:45:00 AM,93.115,3456.0,,,,
1405,06/13/24 10:00:00 AM,95.590,2048.0,,,,
1406,06/13/24 10:15:00 AM,96.748,7168.0,,,,
1407,06/13/24 10:30:00 AM,95.783,2688.0,,,,
1408,06/13/24 10:45:00 AM,96.361,2048.0,,,,
1409,06/13/24 11:00:00 AM,95.590,1920.0,,,,
1410,06/13/24 11:15:00 AM,95.783,1920.0,,,,
1411,06/13/24 11:30:00 AM,98.110,2048.0,,,,
1412,06/13/24 11:45:00 AM,104.540,6656.0,,,,
1413,06/13/24 12:00:00 PM,100.083,2432.0,,,,
1414,06/13/24 12:15:00 PM,98.110,2048.0,,,,
1415,06/13/24 12:30:00 PM,100.683,3200.0,,,,
1416,06/13/24 12:45:00 PM,98.110,2560.0,,,,
1417,06/13/24 01:00:00 PM,96.555,1536.0,,,,
1418,06/13/24 01:15:00 PM,95.207,2048.0,,,,
1419,06/13/24 01:30:00 PM,95.016,1536.0,,,,
1420,06/13/24 01:45:00 PM,94.444,1920.0,,,,
1421,06/13/24 02:00:00 PM,96.168,3328.0,,,,
1422,06/13/24 02:15:00 PM,96.168,2048.0,,,,
1423,06/13/24 02:30:00 PM,98.503,3840.0,,,,
1424,06/13/24 02:45:00 PM,95.207,1792.0,,,,
1425,06/13/24 03:00:00 PM,91.425,768.0,,,,
1426,06/13/24 03:15:00 PM,90.309,864.0,,,,
1427,06/13/24 03:30:00 PM,88.833,864.0,,,,
1428,06/13/24 03:45:00 PM,87.186,1024.0,,,,
1429,06/13/24 04:00:00 PM,91.612,1280.0,,,,
1430,06/13/24 04:15:00 PM,90.124,576.0,,,,
1431,06/13/24 04:30:00 PM,89.200,448.0,,,,
1432,06/13/24 04:45:00 PM,88.833,400.0,,,,
1433,06/13/24 05:00:00 PM,88.833,384.0,,,,
1434,06/13/24 05:15:00 PM,88.099,208.0,,,,
1435,06/13/24 05:30:00 PM,88.833,384.0,,,,
1436,06/13/24 05:45:00 PM,88.466,304.0,,,,
1437,06/13/24 06:00:00 PM,89.200,512.0,,,,
1438,06/13/24 06:15:00 PM,88.099,288.0,,,,
1439,06/13/24 06:30:00 PM,89.017,2432.0,,,,
1440,06/13/24 06:45:00 PM,89.017,336.0,,,,
1441,06/13/24 07:00:00 PM,85.194,121.0,,,,
1442,06/13/24 07:15:00 PM,83.935,52.0,,,,
1443,06/13/24 07:30:00 PM,82.330,7.0,,,,
1444,06/13/24 07:45:00 PM,80.206,1.0,,,,
1445,06/13/24 08:00:00 PM,79.502,0.0,,,,
1446,06/13/24 08:15:00 PM,79.326,0.0,,,,
1447,06/13/24 08:30:00 PM,78.274,0.0,,,,
1448,06/13/24 08:45:00 PM,77.400,0.0,,,,
1449,06/13/24 09:00:00 PM,74.964,0.0,,,,
1450,06/13/24 09:15:00 PM,73.062,0.0,,,,
1451,06/13/24 09:30:00 PM,70.308,0.0,,,,
1452,06/13/24 09:45:00 PM,68.592,0.0,,,,
1453,06/13/24 10:00:00 PM,66.708,0.0,,,,
1454,06/13/24 10:15:00 PM,65.851,0.0,,,,
1455,06/13/24 10:30:00 PM,66.022,0.0,,,,
1456,06/13/24 10:45:00 PM,64.825,0.0,,,,
1457,06/13/24 11:00:00 PM,63.111,0.0,,,,
1458,06/13/24 11:15:00 PM,62.598,0.0,,,,
1459,06/13/24 11:30:00 PM,61.227,0.0,,,,
1460,06/13/24 11:45:00 PM,60.712,0.0,,,,
1461,06/14/24 12:00:00 AM,61.227,0.0,,,,
1462,06/14/24 12:15:00 AM,61.227,0.0,,,,
1463,06/14/24 12:30:00 AM,60.883,0.0,,,,
1464,06/14/24 12:45:00 AM,61.569,0.0,,,,
1465,06/14/24 01:00:00 AM,63.797,0.0,,,,
1466,06/14/24 01:15:00 AM,63.455,0.0,,,,
1467,06/14/24 01:30:00 AM,64.310,0.0,,,,
1468,06/14/24 01:45:00 AM,64.139,0.0,,,,
1469,06/14/24 02:00:00 AM,62.940,0.0,,,,
1470,06/14/24 02:15:00 AM,62.083,0.0,,,,
1471,06/14/24 02:30:00 AM,61.569,0.0,,,,
1472,06/14/24 02:45:00 AM,60.712,0.0,,,,
1473,06/14/24 03:00:00 AM,60.195,0.0,,,,
1474,06/14/24 03:15:00 AM,59.337,0.0,,,,
1475,06/14/24 03:30:00 AM,58.131,0.0,,,,
1476,06/14/24 03:45:00 AM,57.268,0.0,,,,
1477,06/14/24 04:00:00 AM,56.750,0.0,,,,
1478,06/14/24 04:15:00 AM,55.884,0.0,,,,
1479,06/14/24 04:30:00 AM,55.364,0.0,,,,
1480,06/14/24 04:45:00 AM,55.017,0.0,,,,
1481,06/14/24 05:00:00 AM,54.495,1.0,,,,
1482,06/14/24 05:15:00 AM,54.147,10.0,,,,
1483,06/14/24 05:30:00 AM,53.449,26.0,,,,
1484,06/14/24 05:45:00 AM,53.623,56.0,,,,
1485,06/14/24 06:00:00 AM,54.147,168.0,,,,
1486,06/14/24 06:15:00 AM,57.268,512.0,,,,
1487,06/14/24 06:30:00 AM,64.652,800.0,,,,
1488,06/14/24 06:45:00 AM,67.906,800.0,,,,
1489,06/14/24 07:00:00 AM,76.703,864.0,,,,
1490,06/14/24 07:15:00 AM,76.354,864.0,,,,
1491,06/14/24 07:30:00 AM,80.735,1152.0,,,,
1492,06/14/24 07:45:00 AM,87.004,1792.0,,,,
1493,06/14/24 08:00:00 AM,87.368,1024.0,,,,
1494,06/14/24 08:15:00 AM,89.938,2048.0,,,,
1495,06/14/24 08:30:00 AM,86.459,992.0,,,,
1496,06/14/24 08:45:00 AM,86.823,992.0,,,,
1497,06/14/24 09:00:00 AM,87.733,1024.0,,,,
1498,06/14/24 09:15:00 AM,88.833,1152.0,,,,
1499,06/14/24 09:30:00 AM,89.200,1088.0,,,,
1500,06/14/24 09:45:00 AM,90.309,1216.0,,,,
1501,06/14/24 10:00:00 AM,92.363,1920.0,,,,
1502,06/14/24 10:15:00 AM,95.016,8704.0,,,,
1503,06/14/24 10:30:00 AM,97.916,3840.0,,,,
1504,06/14/24 10:45:00 AM,93.493,1728.0,,,,
1505,06/14/24 11:00:00 AM,94.062,1280.0,,,,
1506,06/14/24 11:15:00 AM,93.115,1728.0,,,,
1507,06/14/24 11:30:00 AM,93.682,1344.0,,,,
1508,06/14/24 11:45:00 AM,107.895,16384.0,,,,
1509,06/14/24 12:00:00 PM,98.110,2304.0,,,,
1510,06/14/24 12:15:00 PM,95.207,1024.0,,,,
1511,06/14/24 12:30:00 PM,97.720,1088.0,,,,
1512,06/14/24 12:45:00 PM,95.783,1920.0,,,,
1513,06/14/24 01:00:00 PM,96.168,4352.0,,,,
1514,06/14/24 01:15:00 PM,96.942,1216.0,,,,
1515,06/14/24 01:30:00 PM,96.942,11264.0,,,,
1516,06/14/24 01:45:00 PM,98.897,2048.0,,,,
1517,06/14/24 02:00:00 PM,100.882,10240.0,,,,
1518,06/14/24 02:15:00 PM,109.180,14848.0,,,,
1519,06/14/24 02:30:00 PM,114.949,15872.0,,,,
1520,06/14/24 02:45:00 PM,112.914,6400.0,,,,
1521,06/14/24 03:00:00 PM,99.687,2688.0,,,,
1522,06/14/24 03:15:00 PM,98.110,1600.0,,,,
1523,06/14/24 03:30:00 PM,104.128,3584.0,,,,
1524,06/14/24 03:45:00 PM,107.683,6656.0,,,,
1525,06/14/24 04:00:00 PM,114.265,17408.0,,,,
1526,06/14/24 04:15:00 PM,116.100,15360.0,,,,
1527,06/14/24 04:30:00 PM,123.321,16384.0,,,,
1528,06/14/24 04:45:00 PM,125.353,15872.0,,,,
1529,06/14/24 05:00:00 PM,126.909,14336.0,,,,
1530,06/14/24 05:15:00 PM,123.321,13312.0,,,,
1531,06/14/24 05:30:00 PM,123.825,11776.0,,,,
1532,06/14/24 05:45:00 PM,120.848,10240.0,,,,
1533,06/14/24 06:00:00 PM,108.750,704.0,,,,
1534,06/14/24 06:15:00 PM,93.682,480.0,,,,
1535,06/14/24 06:30:00 PM,89.017,1088.0,,,,
1536,06/14/24 06:45:00 PM,87.915,400.0,,,,
1537,06/14/24 07:00:00 PM,82.508,160.0,,,,
1538,06/14/24 07:15:00 PM,78.975,71.0,,,,
1539,06/14/24 07:30:00 PM,76.181,27.0,,,,
1540,06/14/24 07:45:00 PM,72.718,6.0,,,,
1541,06/14/24 08:00:00 PM,68.934,0.0,,,,
1542,06/14/24 08:15:00 PM,66.022,0.0,,,,
1543,06/14/24 08:30:00 PM,63.797,0.0,,,,
1544,06/14/24 08:45:00 PM,62.425,0.0,,,,
1545,06/14/24 09:00:00 PM,60.883,0.0,,,,
1546,06/14/24 09:15:00 PM,59.508,0.0,,,,
1547,06/14/24 09:30:00 PM,58.993,0.0,,,,
1548,06/14/24 09:45:00 PM,58.476,0.0,,,,
1549,06/14/24 10:00:00 PM,58.476,0.0,,,,
1550,06/14/24 10:15:00 PM,58.647,0.0,,,,
1551,06/14/24 10:30:00 PM,58.131,0.0,,,,
1552,06/14/24 10:45:00 PM,56.057,0.0,,,,
1553,06/14/24 11:00:00 PM,55.364,0.0,,,,
1554,06/14/24 11:15:00 PM,54.495,0.0,,,,
1555,06/14/24 11:30:00 PM,53.973,0.0,,,,
1556,06/14/24 11:45:00 PM,53.449,0.0,,,,
1557,06/15/24 12:00:00 AM,53.623,0.0,,,,
1558,06/15/24 12:15:00 AM,52.925,0.0,,,,
1559,06/15/24 12:30:00 AM,51.699,0.0,,,,
1560,06/15/24 12:45:00 AM,51.172,0.0,,,,
1561,06/15/24 01:00:00 AM,50.643,0.0,,,,
1562,06/15/24 01:15:00 AM,50.995,0.0,,,,
1563,06/15/24 01:30:00 AM,50.466,0.0,,,,
1564,06/15/24 01:45:00 AM,50.466,0.0,,,,
1565,06/15/24 02:00:00 AM,49.937,0.0,,,,
1566,06/15/24 02:15:00 AM,50.290,0.0,,,,
1567,06/15/24 02:30:00 AM,49.582,0.0,,,,
1568,06/15/24 02:45:00 AM,49.050,0.0,,,,
1569,06/15/24 03:00:00 AM,48.339,0.0,,,,
1570,06/15/24 03:15:00 AM,48.517,0.0,,,,
1571,06/15/24 03:30:00 AM,48.160,0.0,,,,
1572,06/15/24 03:45:00 AM,47.266,0.0,,,,
1573,06/15/24 04:00:00 AM,46.728,0.0,,,,
1574,06/15/24 04:15:00 AM,47.088,0.0,,,,
1575,06/15/24 04:30:00 AM,47.088,0.0,,,,
1576,06/15/24 04:45:00 AM,46.188,0.0,,,,
1577,06/15/24 05:00:00 AM,46.188,2.0,,,,
1578,06/15/24 05:15:00 AM,45.648,17.0,,,,
1579,06/15/24 05:30:00 AM,46.008,44.0,,,,
1580,06/15/24 05:45:00 AM,47.088,100.0,,,,
1581,06/15/24 06:00:00 AM,48.339,192.0,,,,
1582,06/15/24 06:15:00 AM,53.274,608.0,,,,
1583,06/15/24 06:30:00 AM,62.425,896.0,,,,
1584,06/15/24 06:45:00 AM,65.509,864.0,,,,
1585,06/15/24 07:00:00 AM,75.659,896.0,,,,
1586,06/15/24 07:15:00 AM,75.312,896.0,,,,
1587,06/15/24 07:30:00 AM,78.800,1088.0,,,,
1588,06/15/24 07:45:00 AM,86.459,1920.0,,,,
1589,06/15/24 08:00:00 AM,88.282,1088.0,,,,
1590,06/15/24 08:15:00 AM,88.466,3200.0,,,,
1591,06/15/24 08:30:00 AM,85.014,1088.0,,,,
1592,06/15/24 08:45:00 AM,86.097,992.0,,,,
1593,06/15/24 09:00:00 AM,85.554,1152.0,,,,
1594,06/15/24 09:15:00 AM,85.554,1728.0,,,,
1595,06/15/24 09:30:00 AM,87.552,2432.0,,,,
1596,06/15/24 09:45:00 AM,91.612,1536.0,,,,
1597,06/15/24 10:00:00 AM,91.987,1088.0,,,,
1598,06/15/24 10:15:00 AM,93.873,3840.0,,,,
1599,06/15/24 10:30:00 AM,93.115,7168.0,,,,
1600,06/15/24 10:45:00 AM,90.680,1024.0,,,,
1601,06/15/24 11:00:00 AM,91.425,2560.0,,,,
1602,06/15/24 11:15:00 AM,92.363,1664.0,,,,
1603,06/15/24 11:30:00 AM,92.363,1088.0,,,,
1604,06/15/24 11:45:00 AM,106.624,16384.0,,,,
1605,06/15/24 12:00:00 PM,97.916,2688.0,,,,
1606,06/15/24 12:15:00 PM,94.062,2176.0,,,,
1607,06/15/24 12:30:00 PM,97.331,1216.0,,,,
1608,06/15/24 12:45:00 PM,94.444,1536.0,,,,
1609,06/15/24 01:00:00 PM,95.976,1600.0,,,,
1610,06/15/24 01:15:00 PM,96.555,1664.0,,,,
1611,06/15/24 01:30:00 PM,95.590,1536.0,,,,
1612,06/15/24 01:45:00 PM,98.307,1728.0,,,,
1613,06/15/24 02:00:00 PM,98.503,3840.0,,,,
1614,06/15/24 02:15:00 PM,108.322,12288.0,,,,
1615,06/15/24 02:30:00 PM,111.801,7936.0,,,,
1616,06/15/24 02:45:00 PM,114.721,7424.0,,,,
1617,06/15/24 03:00:00 PM,102.290,2048.0,,,,
1618,06/15/24 03:15:00 PM,98.897,2688.0,,,,
1619,06/15/24 03:30:00 PM,105.577,10240.0,,,,
1620,06/15/24 03:45:00 PM,109.828,6912.0,,,,
1621,06/15/24 04:00:00 PM,112.244,16384.0,,,,
1622,06/15/24 04:15:00 PM,118.206,12800.0,,,,
1623,06/15/24 04:30:00 PM,116.796,15360.0,,,,
1624,06/15/24 04:45:00 PM,120.119,14336.0,,,,
1625,06/15/24 05:00:00 PM,120.848,13312.0,,,,
1626,06/15/24 05:15:00 PM,122.324,12288.0,,,,
1627,06/15/24 05:30:00 PM,127.171,10752.0,,,,
1628,06/15/24 05:45:00 PM,122.076,9216.0,,,,
1629,06/15/24 06:00:00 PM,113.814,896.0,,,,
1630,06/15/24 06:15:00 PM,98.897,960.0,,,,
1631,06/15/24 06:30:00 PM,92.363,960.0,,,,
1632,06/15/24 06:45:00 PM,89.384,432.0,,,,
1633,06/15/24 07:00:00 PM,86.097,216.0,,,,
1634,06/15/24 07:15:00 PM,84.295,101.0,,,,
1635,06/15/24 07:30:00 PM,80.029,26.0,,,,
1636,06/15/24 07:45:00 PM,76.006,5.0,,,,
1637,06/15/24 08:00:00 PM,72.718,0.0,,,,
1638,06/15/24 08:15:00 PM,70.651,0.0,,,,
1639,06/15/24 08:30:00 PM,68.592,0.0,,,,
1640,06/15/24 08:45:00 PM,66.537,0.0,,,,
1641,06/15/24 09:00:00 PM,64.996,0.0,,,,
1642,06/15/24 09:15:00 PM,68.592,0.0,,,,
1643,06/15/24 09:30:00 PM,76.006,0.0,,,,
1644,06/15/24 09:45:00 PM,77.050,0.0,,,,
1645,06/15/24 10:00:00 PM,77.574,0.0,,,,
1646,06/15/24 10:15:00 PM,76.876,0.0,,,,
1647,06/15/24 10:30:00 PM,75.484,0.0,,,,
1648,06/15/24 10:45:00 PM,73.753,0.0,,,,
1649,06/15/24 11:00:00 PM,69.622,0.0,,,,
1650,06/15/24 11:15:00 PM,67.221,0.0,,,,
1651,06/15/24 11:30:00 PM,65.509,0.0,,,,
1652,06/15/24 11:45:00 PM,64.481,0.0,,,,
1653,06/16/24 12:00:00 AM,63.968,0.0,,,,
1654,06/16/24 12:15:00 AM,65.167,0.0,,,,
1655,06/16/24 12:30:00 AM,67.050,0.0,,,,
1656,06/16/24 12:45:00 AM,69.449,0.0,,,,
1657,06/16/24 01:00:00 AM,70.137,0.0,,,,
1658,06/16/24 01:15:00 AM,67.564,0.0,,,,
1659,06/16/24 01:30:00 AM,63.797,0.0,,,,
1660,06/16/24 01:45:00 AM,61.227,0.0,,,,
1661,06/16/24 02:00:00 AM,59.680,0.0,,,,
1662,06/16/24 02:15:00 AM,58.820,0.0,,,,
1663,06/16/24 02:30:00 AM,57.268,0.0,,,,
1664,06/16/24 02:45:00 AM,56.577,0.0,,,,
1665,06/16/24 03:00:00 AM,55.884,0.0,,,,
1666,06/16/24 03:15:00 AM,55.017,0.0,,,,
1667,06/16/24 03:30:00 AM,54.842,0.0,,,,
1668,06/16/24 03:45:00 AM,54.322,0.0,,,,
1669,06/16/24 04:00:00 AM,53.973,0.0,,,,
1670,06/16/24 04:15:00 AM,53.449,0.0,,,,
1671,06/16/24 04:30:00 AM,52.925,0.0,,,,
1672,06/16/24 04:45:00 AM,52.401,0.0,,,,
1673,06/16/24 05:00:00 AM,52.750,1.0,,,,
1674,06/16/24 05:15:00 AM,53.798,15.0,,,,
1675,06/16/24 05:30:00 AM,54.495,47.0,,,,
1676,06/16/24 05:45:00 AM,54.842,102.0,,,,
1677,06/16/24 06:00:00 AM,55.189,184.0,,,,
1678,06/16/24 06:15:00 AM,58.993,576.0,,,,
1679,06/16/24 06:30:00 AM,66.879,800.0,,,,
1680,06/16/24 06:45:00 AM,70.308,800.0,,,,
1681,06/16/24 07:00:00 AM,80.029,864.0,,,,
1682,06/16/24 07:15:00 AM,78.975,864.0,,,,
1683,06/16/24 07:30:00 AM,81.797,1024.0,,,,
1684,06/16/24 07:45:00 AM,88.282,1728.0,,,,
1685,06/16/24 08:00:00 AM,89.569,1024.0,,,,
1686,06/16/24 08:15:00 AM,91.612,1920.0,,,,
1687,06/16/24 08:30:00 AM,87.915,1024.0,,,,
1688,06/16/24 08:45:00 AM,88.282,1024.0,,,,
